PRODUCT,REACTANT
O=C(O)COc1cc(F)c(N2CCOCC2)cc1C(=O)NCc1ccc(Br)cc1F,CCOC(=O)COc1cc(F)c(N2CCOCC2)cc1C(=O)NCc1ccc(Br)cc1F
N[C@@H](C(=O)O)c1ccccc1,COC(=O)CNc1ccccc1
O=C(O)CCCCCCC(=O)[CoA],O=C(O)CCCCCCC(=O)CC(=O)[CoA]
O=C(NCc1cccc2ccccc12)c1cccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)c1,NCc1cccc2ccccc12.O=C(O)c1cccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)c1
C=C(OC(=O)CC)c1ccccc1,C=C(OC(C)=O)c1ccccc1.CC(C)(C)O
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,CC(CN)CCC1(O)O[C@H]2CC3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2[C@@H]1C
COc1nc2cc(Cl)c(Cl)c(-n3c(C)nnc3-c3cccc(Cl)c3)c2nc1OC,NNC(=O)c1cccc(Cl)c1.COc1nc2cc(Cl)c(Cl)c(NC(C)=S)c2nc1OC
Cc1ccc(C(=O)Nc2cc([N+](=O)O)ccc2Cl)cc1,Nc1cc([N+](=O)O)ccc1Cl.Cc1ccc(C(=O)Cl)cc1
O=C(O)/C=C\C(Cl)=C/C(=O)O,Oc1ccc(Cl)cc1O
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)CCCNC=O,COC=O.CCCCCCCCCCCCCCCCCCN(CCCN)CCCCCCCCCCCCCCCCCC
*[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,*C(O)C(=O)O.CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO
CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O,CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
CCOC(=O)COc1ccc(CCCCNC(=O)OCc2ccccc2)cc1,O=C(NCCCCc1ccc(O)cc1)OCc1ccccc1.CCOC(=O)CBr
CC(=O)[CoA],CCCCCCCCCC(=O)CC(=O)[CoA]
CC(C)(C)[Si](C)(C)OCc1cnc(Cl)c(OCc2ccccc2)c1,OCc1cnc(Cl)c(OCc2ccccc2)c1.CC(C)(C)[Si](C)(C)Cl
C=Cc1ccc(S(=O)(=O)N(CC(C)C)c2ccccc2CC)cc1,C=Cc1ccc(S(=O)(=O)Cl)cc1.CCc1ccccc1NCC(C)C
CC(C)(C)OC(=O)N1C(CC(O)c2ccc(F)cc2)=N[C@@H](c2ccccc2)[C@H]1c1ccccc1,O=Cc1ccc(F)cc1.CC1=N[C@@H](c2ccccc2)[C@@H](c2ccccc2)N1C(=O)OC(C)(C)C
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1ccccc1-c1ccc(-c2cnc(N)nc2)c(F)c1,CC1(C)OB(c2ccc(-c3cnc(N)nc3)c(F)c2)OC1(C)C.C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1ccccc1Br
COc1ccc(-c2ocnc2C(=O)Nc2cnn(CCCCC(C)(F)F)c2)cc1,CC(F)(F)CCCCn1cc(N)cn1.COc1ccc(-c2ocnc2C(=O)O)cc1
COc1cc(C=S2C=CN=C2N)c([N+](=O)O)cc1OC,Nc1nccs1.COc1cc(C=O)c([N+](=O)O)cc1OC
CCC[SiH]1CCC([C@H]2CC[C@H](c3ccc(-c4ccc(F)cc4)cc3)CC2)CC1,Fc1ccc(-c2ccc([Mg]Br)cc2)cc1.CCC[Si@H]1CC[C@H](C2CCC(I)CC2)CC1
CN1CCC(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,O=C1c2ccccc2C(Cl)N1c1ccc2ccc(Cl)nc2n1.CN1CCC(C(=O)O)CC1
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](N(C)C)[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
O=C1CCC(CCc2cc(F)c(F)c(F)c2)CC1,O=C1CCC(C=Cc2cc(F)c(F)c(F)c2)CC1
COc1ccc(C(=O)O)c(Oc2ccc(C(F)(F)F)cc2NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.COc1ccc(C(=O)O)c(Oc2ccc(C(F)(F)F)cc2N)c1
O=c1ccc2ccc(=O)n3c2n1CC3CN1CCC(NCc2cc3c(cn2)OCS3)CC1,NC1CCN(CC2Cn3c(=O)ccc4ccc(=O)n2c43)CC1.O=Cc1cc2c(cn1)OCCS2
CC1(C)OC(=O)N(CCC2(NCC(O)c3ccc(O)c4c3OCC(=O)N4)CC2)c2ccccc21,CC1(C)OC(=O)N(CCC2(NCC(O)c3ccc(OCc4ccccc4)c4c3OCC(=O)N4)CC2)c2ccccc21
Cc1cc(C(=O)NCC(O)CN2CCCC2)c(/C=C2\C(=O)Nc3cccc(-c4ccc(F)c(Cl)c4)c32)[nH]1,O=C1Cc2c(cccc2-c2ccc(F)c(Cl)c2)N1.Cc1cc(C(=O)NCC(O)CN2CCCC2)c(C=O)[nH]1
CSCC[C@H](N)C(=O)O,CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
CCOC(=O)CN1C(=O)/C(=C/c2ccc(-c3cccc(I)c3)o2)SC1=S,O=Cc1ccc(-c2cccc(I)c2)o1.CCOC(=O)CN1C(=O)CSC1=S
CC(=C\C=C\C=C(C)\C=C\C=O)/C=C/C=C(\C)C=O,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=O)C(C)(C)CCC1
Cc1nc(-c2cccc(OC(F)(F)F)c2)nc(C2CC2)c1C(=O)N1CCC(N2CCCC2)CC1,N=C(N)c1cccc(OC(F)(F)F)c1.C1CCN(C2CCNCC2)C1.Cc1nc(-c2cccc(C(F)(F)F)c2)nc(C2CC2)c1C(=O)O
COc1ccc(CC(OC(C)C)C(=O)O)cc1CCOC(=O)Nc1ccc(F)cc1F,O=C=Nc1ccc(F)cc1F.CCOC(=O)C(Cc1ccc(OC)c(CCO)c1)OC(C)C
[N-]=[N+]=NCCOc1cc(F)cc2c(S(=O)(=O)c3cccc4ccccc34)nn(Cc3cccc(Cl)c3)c12,O=S(=O)(c1cccc2ccccc12)c1nn(Cc2cccc(Cl)c2)c2c(OCCCl)cc(F)cc12
CC(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)o1,CC(=O)c1ccco1.CS(=O)(=O)c1ccc(N)cc1
COc1cc(/C=C/C(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
CN(CCO[Si](C)(C)C(C)(C)C)C(=O)c1csc(N2CC(O)C2)n1,CC(C)(C)[Si](C)(C)Cl.CN(CCO)C(=O)c1csc(N2CC(O)C2)n1
